EmpNo,Attrition,JobRole,Department,DistanceFromHome,Education,EducationField,Age,Gender,YearsAtCompany,YearsInCurrentRole,Years Since Last Promotion,Years CurrManager,Monthly Income,EnvironmentSatisfaction,JobLevel,Job Satisfaction,Marital Status,Num Companies Worked,Over Time,Performance Rating,Relationship Satisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,,,,,,,,
228,No,Sales Executive,Sales,5,Bachelor's,Life Sciences,30,Female,10,9,7,4,9419,2,3,4,Married,2,No,3,3,1,12,2,3,,,,,,,,
230,No,Sales Executive,Sales,1,Master's,Life Sciences,38,Female,8,3,0,7,8686,1,2,4,Single,4,No,4,3,0,12,2,4,1,,,,,,,
231,No,Research Scientist,Research & Development,6,Doctorate,Life Sciences,32,Male,5,4,1,4,3038,3,1,3,Single,3,No,4,1,0,8,2,3,1,,,,,,,
233,No,Research Scientist,Research & Development,17,Bachelor's,Technical Degree,27,Male,5,2,1,1,3058,3,1,2,Married,0,Yes,3,4,1,6,3,2,,,,,,,,
235,Yes,Sales Representative,Sales,1,High school or below,Technical Degree,19,Female,0,0,0,0,2325,3,1,1,Single,0,No,4,1,0,1,5,4,1,,,,,,,
238,No,Laboratory Technician,Research & Development,3,Some university,Medical,36,Male,8,7,7,2,2088,4,1,2,Single,4,No,3,3,0,13,3,2,,,,,,,,
239,No,Laboratory Technician,Research & Development,9,Bachelor's,Medical,30,Male,12,9,6,10,3072,3,2,1,Divorced,1,No,3,3,2,12,4,3,,,,,,,,
240,No,Sales Executive,Sales,4,Some university,Life Sciences,45,Female,5,4,0,3,5006,3,2,1,Divorced,4,Yes,3,1,1,9,3,4,,,,,,,,
241,No,Research Scientist,Research & Development,8,Bachelor's,Life Sciences,56,Female,2,2,2,2,4257,3,1,1,Divorced,4,Yes,3,3,1,19,3,3,,,,,,,,
242,No,Research Scientist,Research & Development,2,Bachelor's,Life Sciences,33,Male,3,1,0,2,2500,3,1,4,Single,0,No,3,1,0,4,2,4,,,,,,,,
243,Yes,Laboratory Technician,Research & Development,2,Bachelor's,Life Sciences,19,Male,1,0,1,0,1102,2,1,4,Single,1,No,4,3,0,1,3,2,1,,,,,,,
244,No,Sales Executive,Sales,1,Some university,Marketing,46,Female,24,13,15,7,10453,2,3,1,Divorced,1,No,4,3,3,24,2,3,1,,,,,,,
245,No,Laboratory Technician,Research & Development,9,Some university,Life Sciences,38,Female,2,2,2,1,2288,3,1,4,Single,1,No,3,3,0,2,3,3,,,,,,,,
246,No,Research Scientist,Research & Development,12,High school or below,Medical,31,Female,4,2,0,2,3929,3,1,4,Married,8,Yes,4,3,1,7,0,3,1,,,,,,,
247,No,Research Scientist,Research & Development,27,Some university,Medical,34,Female,3,2,1,2,2311,4,1,2,Single,2,No,3,4,0,9,3,3,,,,,,,,
248,Yes,Sales Representative,Sales,20,Some university,Marketing,41,Female,4,3,0,2,3140,2,1,2,Single,1,Yes,4,4,0,4,5,2,1,,,,,,,
249,No,Laboratory Technician,Research & Development,1,Bachelor's,Medical,50,Male,3,2,0,2,3690,3,1,3,Married,2,No,3,4,1,5,2,2,,,,,,,,
250,No,Manufacturing Director,Research & Development,13,Some university,Medical,53,Female,4,2,1,3,4450,4,2,1,Divorced,1,No,3,3,2,5,3,3,,,,,,,,
252,No,Research Scientist,Research & Development,14,Bachelor's,Medical,33,Female,8,7,1,6,2756,4,1,2,Married,1,No,3,4,1,8,5,3,,,,,,,,
253,No,Manager,Research & Development,4,High school or below,Medical,40,Female,20,8,9,9,19033,4,5,3,Married,1,No,3,2,1,21,2,3,,,,,,,,
254,No,Research Director,Research & Development,14,Master's,Medical,55,Male,24,15,2,15,18722,3,5,2,Single,8,No,3,4,0,36,3,3,,,,,,,,
256,No,Manufacturing Director,Research & Development,2,High school or below,Life Sciences,34,Male,10,9,1,9,9547,4,2,3,Married,1,No,3,3,0,10,2,2,,,,,,,,
258,No,Healthcare Representative,Research & Development,3,Bachelor's,Medical,51,Female,7,7,1,0,13734,4,4,2,Single,3,No,3,3,0,21,6,3,,,,,,,,
259,No,Manager,Research & Development,1,Master's,Life Sciences,52,Male,33,18,11,9,19999,3,5,3,Married,0,No,3,1,1,34,5,3,,,,,,,,
260,No,Research Scientist,Research & Development,9,Bachelor's,Medical,27,Female,7,7,0,3,2279,4,1,2,Single,1,No,3,4,0,7,2,2,,,,,,,,
261,Yes,Manufacturing Director,Research & Development,23,Some university,Life Sciences,35,Male,1,0,0,1,5916,2,2,3,Married,3,Yes,3,1,0,8,1,3,,,,,,,,
262,No,Research Scientist,Research & Development,7,Bachelor's,Medical,43,Male,5,4,2,2,2089,4,1,4,Divorced,4,No,3,4,3,7,3,4,,,,,,,,
264,No,Manager,Research & Development,2,Some university,Medical,45,Male,20,8,11,8,16792,1,4,4,Married,9,No,4,4,1,22,1,3,1,,,,,,,
267,No,Research Scientist,Research & Development,21,Bachelor's,Life Sciences,37,Male,8,7,1,7,3564,2,1,1,Married,1,Yes,3,1,1,8,3,2,,,,,,,,
269,No,Laboratory Technician,Research & Development,2,Bachelor's,Medical,35,Female,6,2,1,2,4425,2,2,2,Single,5,No,3,4,0,10,5,3,,,,,,,,
270,No,Manufacturing Director,Research & Development,21,Some university,Medical,42,Female,5,3,0,2,5265,3,2,3,Divorced,2,No,3,2,1,11,5,3,,,,,,,,
271,No,Manufacturing Director,Research & Development,2,Master's,Life Sciences,38,Male,1,0,0,0,6553,4,2,3,Married,9,No,3,2,0,14,3,3,,,,,,,,
273,No,Manufacturing Director,Research & Development,29,Bachelor's,Technical Degree,38,Male,7,7,1,7,6261,4,2,4,Married,3,No,3,1,1,9,3,1,,,,,,,,
274,No,Manufacturing Director,Research & Development,1,High school or below,Technical Degree,27,Male,2,2,2,0,4298,3,2,1,Married,5,No,3,3,1,6,1,3,,,,,,,,
275,No,Manufacturing Director,Research & Development,18,Master's,Life Sciences,49,Male,7,7,1,7,6804,4,2,4,Divorced,1,Yes,3,1,2,7,0,3,,,,,,,,
277,No,Research Scientist,Research & Development,10,Master's,Medical,34,Male,5,3,2,0,3815,4,1,3,Divorced,1,Yes,3,4,1,5,4,4,,,,,,,,
281,No,Laboratory Technician,Research & Development,19,Some university,Medical,40,Male,7,2,3,7,2741,3,2,4,Married,8,Yes,3,3,1,15,2,4,,,,,,,,
282,Yes,Healthcare Representative,Research & Development,29,High school or below,Medical,38,Male,1,0,0,0,6673,2,2,1,Married,7,Yes,3,2,0,17,2,3,,,,,,,,
283,Yes,Sales Executive,Sales,27,Bachelor's,Marketing,29,Female,10,4,1,9,7639,2,3,4,Married,1,No,4,4,3,10,3,2,1,,,,,,,
284,No,Research Scientist,Research & Development,5,Bachelor's,Life Sciences,22,Male,4,2,2,2,2328,4,1,2,Divorced,1,Yes,3,1,1,4,2,2,,,,,,,,
286,No,Laboratory Technician,Research & Development,18,High school or below,Medical,36,Female,8,1,1,7,2153,2,1,4,Single,1,No,3,1,0,8,2,3,,,,,,,,
287,No,Healthcare Representative,Research & Development,9,Doctorate,Life Sciences,40,Male,3,2,0,2,4876,4,2,4,Married,9,No,3,4,1,5,5,1,,,,,,,,
288,No,Healthcare Representative,Research & Development,1,Master's,Medical,46,Male,4,2,0,3,9396,4,3,1,Divorced,7,No,3,3,1,17,3,3,,,,,,,,
291,Yes,Sales Executive,Sales,4,Master's,Medical,32,Male,14,8,9,8,10400,4,3,4,Married,1,No,3,3,0,14,2,2,,,,,,,,
292,No,Manufacturing Director,Research & Development,1,High school or below,Life Sciences,30,Male,11,8,5,8,8474,3,3,3,Single,1,No,4,3,0,12,2,3,1,,,,,,,
293,No,Sales Executive,Sales,20,Bachelor's,Life Sciences,27,Female,7,7,0,7,9981,4,2,3,Single,1,No,3,4,0,7,2,3,,,,,,,,
296,No,Research Director,Research & Development,8,Master's,Life Sciences,51,Male,10,9,4,7,12490,2,3,2,Married,5,No,3,4,2,16,5,1,,,,,,,,
297,Yes,Research Scientist,Research & Development,3,Bachelor's,Technical Degree,30,Female,5,2,0,4,2657,4,1,1,Single,5,Yes,3,3,0,8,5,3,,,,,,,,
298,No,Manager,Sales,6,Bachelor's,Life Sciences,41,Female,1,0,0,0,13591,4,3,4,Single,3,Yes,3,3,0,16,3,3,,,,,,,,
299,Yes,Sales Executive,Sales,26,Master's,Marketing,30,Female,6,3,0,1,6696,3,2,1,Single,5,No,3,3,0,9,5,2,,,,,,,,
300,Yes,Research Scientist,Research & Development,1,Bachelor's,Technical Degree,29,Male,6,2,1,5,2058,3,1,3,Single,0,No,3,4,0,7,1,2,,,,,,,,
302,No,Sales Executive,Sales,6,Bachelor's,Medical,45,Female,19,7,12,8,8865,4,3,4,Single,6,No,3,4,0,23,2,3,,,,,,,,
303,No,Sales Executive,Sales,3,Bachelor's,Marketing,54,Female,6,2,0,5,5940,4,2,1,Married,2,No,3,4,1,16,4,3,,,,,,,,
304,No,Laboratory Technician,Research & Development,5,Some university,Life Sciences,36,Male,13,11,3,7,5914,4,2,2,Single,8,No,3,4,0,16,3,4,,,,,,,,
305,No,Research Scientist,Research & Development,4,Master's,Medical,33,Female,3,2,1,1,2622,3,1,2,Married,6,No,4,4,0,7,3,3,1,,,,,,,
306,No,Research Director,Research & Development,11,Bachelor's,Other,37,Male,10,8,0,7,12185,2,3,4,Divorced,1,Yes,3,3,3,10,1,3,,,,,,,,
307,No,Sales Executive,Sales,3,Bachelor's,Life Sciences,38,Male,16,10,5,13,10609,1,3,3,Divorced,0,No,3,3,2,17,6,2,,,,,,,,
308,No,Manufacturing Director,Research & Development,1,Master's,Medical,31,Male,5,4,1,4,4345,3,2,3,Married,0,No,3,4,1,6,2,3,,,,,,,,
309,No,Research Scientist,Research & Development,3,Bachelor's,Life Sciences,59,Male,1,0,0,0,2177,3,1,4,Married,3,No,3,1,1,7,6,3,,,,,,,,
311,No,Sales Representative,Sales,4,Master's,Marketing,37,Male,9,8,5,8,2793,1,1,4,Divorced,4,No,3,3,1,13,2,3,,,,,,,,
312,No,Sales Executive,Sales,1,High school or below,Medical,29,Female,11,10,4,1,7918,2,3,4,Married,1,No,3,4,1,11,5,3,,,,,,,,
314,No,Sales Executive,Sales,1,Bachelor's,Marketing,35,Female,10,7,0,8,8789,3,3,3,Single,1,No,3,1,0,10,3,4,,,,,,,,
315,Yes,Research Scientist,Research & Development,18,High school or below,Medical,29,Male,4,3,0,1,2389,3,1,4,Single,1,Yes,3,3,0,4,3,2,,,,,,,,
316,No,Laboratory Technician,Research & Development,2,Bachelor's,Life Sciences,52,Female,2,2,2,2,3212,3,1,4,Single,7,No,3,2,0,6,3,2,,,,,,,,
319,No,Manager,Research & Development,4,Some university,Technical Degree,42,Male,22,17,11,15,19232,3,5,4,Married,1,No,3,4,0,22,3,3,,,,,,,,
321,No,Human Resources,Human Resources,6,Some university,Medical,59,Male,2,2,2,2,2267,2,1,3,Married,8,No,3,4,0,7,2,2,,,,,,,,
323,No,Manager,Sales,1,Master's,Medical,50,Female,7,0,0,6,19517,4,5,4,Divorced,3,No,3,3,1,32,3,2,,,,,,,,
325,Yes,Laboratory Technician,Research & Development,14,Bachelor's,Medical,33,Male,5,4,0,4,2436,3,1,4,Married,5,Yes,3,3,1,8,2,1,,,,,,,,
327,No,Manager,Sales,16,Bachelor's,Marketing,43,Female,17,13,1,9,16064,4,4,4,Married,5,Yes,4,3,1,22,3,3,1,,,,,,,
328,Yes,Laboratory Technician,Research & Development,2,Some university,Life Sciences,33,Female,9,7,1,7,2707,1,1,1,Married,7,No,4,1,0,13,3,4,1,,,,,,,
329,No,Manager,Sales,2,Master's,Life Sciences,52,Male,33,7,15,12,19068,1,5,3,Single,1,Yes,3,4,0,33,2,4,,,,,,,,
330,No,Sales Representative,Sales,4,Some university,Life Sciences,32,Female,4,3,1,2,3931,3,1,2,Married,2,No,3,1,1,6,5,3,,,,,,,,
331,Yes,Laboratory Technician,Research & Development,1,Bachelor's,Life Sciences,32,Male,3,2,1,2,3730,4,1,3,Single,0,Yes,3,4,0,4,2,1,,,,,,,,
332,No,Laboratory Technician,Research & Development,1,Master's,Medical,39,Female,3,2,1,2,2232,3,1,3,Divorced,7,No,3,3,3,7,1,3,,,,,,,,
333,No,Sales Executive,Sales,26,Master's,Marketing,32,Male,3,2,2,2,4465,3,2,4,Married,0,No,3,1,0,4,2,3,,,,,,,,
334,No,Research Scientist,Research & Development,19,Some university,Life Sciences,41,Male,1,0,0,0,3072,3,2,1,Divorced,2,No,3,1,2,17,2,2,,,,,,,,
335,No,Research Scientist,Research & Development,24,Some university,Technical Degree,40,Male,9,8,4,7,3319,1,2,4,Divorced,1,No,3,1,2,9,3,3,,,,,,,,
336,No,Manager,Research & Development,1,Bachelor's,Other,45,Male,24,0,1,7,19202,3,5,4,Married,0,No,3,3,1,25,2,3,,,,,,,,
337,No,Research Director,Research & Development,3,Master's,Medical,31,Male,2,2,2,2,13675,2,3,3,Divorced,9,No,3,1,1,9,3,3,,,,,,,,
338,No,Research Scientist,Research & Development,5,Master's,Life Sciences,33,Female,2,2,0,2,2911,3,1,4,Married,1,No,3,3,1,2,2,2,,,,,,,,
339,No,Manufacturing Director,Research & Development,2,Master's,Life Sciences,34,Male,11,9,5,9,5957,4,2,1,Married,6,No,3,2,1,13,3,3,,,,,,,,
340,No,Research Scientist,Research & Development,1,Some university,Medical,37,Female,3,1,0,2,3920,3,1,1,Married,2,No,3,1,1,17,2,2,,,,,,,,
341,No,Manufacturing Director,Research & Development,7,Master's,Life Sciences,45,Male,3,2,0,2,6434,1,2,3,Married,4,No,3,4,1,9,1,3,,,,,,,,
342,Yes,Manufacturing Director,Research & Development,10,Bachelor's,Medical,37,Male,1,0,0,0,10048,1,3,3,Divorced,6,No,3,2,2,17,5,3,,,,,,,,
343,No,Healthcare Representative,Research & Development,2,Master's,Technical Degree,39,Female,19,6,11,8,10938,3,3,3,Single,0,No,4,4,0,20,1,3,1,,,,,,,
346,No,Research Scientist,Research & Development,15,Bachelor's,Life Sciences,29,Male,6,5,1,5,2340,3,1,4,Single,1,No,3,1,0,6,1,3,,,,,,,,
347,No,Research Scientist,Research & Development,17,Some university,Life Sciences,42,Female,3,2,0,2,6545,4,2,1,Single,3,Yes,3,3,0,10,1,3,,,,,,,,
349,No,Sales Executive,Sales,20,Some university,Marketing,29,Male,3,2,0,2,6931,4,2,4,Divorced,2,No,3,4,1,10,2,3,,,,,,,,
350,No,Manufacturing Director,Research & Development,1,Bachelor's,Life Sciences,25,Female,4,2,1,2,4898,1,2,3,Married,0,No,3,4,2,5,3,3,,,,,,,,
351,No,Laboratory Technician,Research & Development,2,Bachelor's,Medical,42,Female,9,6,7,8,2593,4,1,1,Divorced,0,Yes,3,3,1,10,4,3,,,,,,,,
352,No,Research Director,Research & Development,2,Some university,Medical,40,Male,21,7,3,9,19436,1,5,3,Divorced,0,No,3,4,1,22,5,3,,,,,,,,
353,No,Research Scientist,Research & Development,1,Bachelor's,Life Sciences,51,Male,1,0,0,0,2723,3,1,4,Married,1,No,3,2,0,1,0,2,,,,,,,,
355,Yes,Laboratory Technician,Research & Development,29,Some university,Medical,31,Male,5,4,1,4,3479,3,1,2,Single,0,No,3,2,0,6,2,4,,,,,,,,
359,No,Laboratory Technician,Research & Development,7,Bachelor's,Life Sciences,32,Male,5,1,0,3,2794,2,1,2,Married,1,No,4,3,0,5,3,1,1,,,,,,,
361,No,Sales Executive,Sales,2,Some university,Life Sciences,38,Male,8,7,7,5,5249,4,2,4,Married,3,No,3,4,1,13,0,3,,,,,,,,
362,No,Laboratory Technician,Research & Development,2,High school or below,Technical Degree,32,Male,6,2,0,4,2176,4,2,1,Single,4,No,3,4,0,9,5,3,,,,,,,,
363,No,Manager,Sales,2,Bachelor's,Technical Degree,46,Female,7,7,7,7,16872,3,4,2,Married,3,Yes,3,2,1,28,2,2,,,,,,,,
364,Yes,Laboratory Technician,Research & Development,2,Master's,Life Sciences,28,Male,0,0,0,0,3485,1,1,3,Single,2,No,3,3,0,5,5,1,,,,,,,,
366,No,Sales Executive,Sales,2,Bachelor's,Medical,29,Male,0,0,0,0,6644,1,2,2,Married,2,No,3,2,2,10,2,3,,,,,,,,
367,No,Healthcare Representative,Research & Development,23,Bachelor's,Medical,31,Male,9,0,7,8,5582,2,2,4,Married,0,No,4,2,1,10,2,3,1,,,,,,,
369,No,Healthcare Representative,Research & Development,5,Some university,Life Sciences,25,Male,6,3,1,5,4000,2,2,1,Divorced,1,No,3,4,2,6,2,3,,,,,,,,
372,No,Healthcare Representative,Research & Development,20,Some university,Medical,45,Male,20,7,4,10,13496,3,4,4,Married,0,Yes,3,2,0,21,2,3,,,,,,,,
373,No,Laboratory Technician,Research & Development,6,Bachelor's,Life Sciences,36,Male,15,13,10,11,3210,4,1,4,Married,0,No,3,3,1,16,4,3,,,,,,,,
374,No,Manager,Research & Development,1,Bachelor's,Medical,55,Male,36,10,4,13,19045,4,5,1,Single,0,Yes,3,3,0,37,2,3,,,,,,,,
376,Yes,Manager,Research & Development,29,Master's,Life Sciences,47,Male,10,7,9,9,11849,1,3,2,Married,1,Yes,3,4,1,10,2,2,,,,,,,,
377,No,Research Scientist,Research & Development,9,Bachelor's,Medical,28,Male,5,2,0,4,2070,4,1,4,Married,1,No,4,4,1,5,3,2,1,,,,,,,
378,No,Sales Executive,Sales,6,Master's,Medical,37,Male,5,4,0,1,6502,3,2,4,Married,4,No,3,2,1,7,5,4,,,,,,,,
379,No,Research Scientist,Research & Development,3,Some university,Medical,21,Male,3,2,1,0,3230,4,1,3,Single,1,No,3,1,0,3,4,4,,,,,,,,
380,No,Research Director,Research & Development,1,Master's,Medical,37,Female,5,2,0,2,13603,1,3,4,Divorced,2,Yes,3,1,2,15,2,3,,,,,,,,
381,No,Manager,Research & Development,22,Bachelor's,Life Sciences,35,Female,7,7,6,2,11996,2,3,2,Divorced,7,No,3,2,1,10,6,2,,,,,,,,
382,No,Sales Executive,Sales,7,Some university,Medical,38,Female,8,0,7,7,5605,1,2,1,Divorced,1,Yes,4,3,1,8,3,3,1,,,,,,,
384,No,Manufacturing Director,Research & Development,1,Bachelor's,Life Sciences,26,Female,6,5,1,4,6397,3,2,2,Divorced,1,No,4,1,1,6,6,1,1,,,,,,,
385,No,Research Director,Research & Development,4,High school or below,Life Sciences,50,Male,10,4,1,6,19144,1,5,2,Divorced,3,No,3,1,2,28,4,2,,,,,,,,
386,No,Research Director,Research & Development,3,Master's,Medical,53,Male,5,3,1,3,17584,3,4,3,Married,3,Yes,3,4,3,21,5,2,,,,,,,,
387,No,Sales Executive,Sales,1,High school or below,Life Sciences,42,Male,20,16,11,6,4907,2,2,3,Married,1,No,4,3,0,20,3,3,1,,,,,,,
388,No,Sales Executive,Sales,2,Some university,Life Sciences,29,Male,10,7,0,9,4554,2,2,4,Single,1,No,3,1,0,10,3,2,,,,,,,,
389,No,Laboratory Technician,Research & Development,20,Some university,Technical Degree,55,Male,10,7,0,8,5415,2,2,4,Married,3,Yes,3,4,1,12,4,3,,,,,,,,
390,No,Healthcare Representative,Research & Development,11,Some university,Medical,26,Male,5,3,3,3,4741,1,2,1,Married,1,Yes,3,3,1,5,3,3,,,,,,,,
391,No,Research Scientist,Research & Development,1,Bachelor's,Life Sciences,37,Female,17,12,5,7,2115,4,1,4,Single,1,No,3,2,0,17,3,3,,,,,,,,
392,Yes,Laboratory Technician,Research & Development,24,Bachelor's,Life Sciences,44,Male,1,0,0,0,3161,4,1,3,Divorced,3,Yes,4,4,1,19,0,1,1,,,,,,,
393,No,Healthcare Representative,Research & Development,23,Master's,Life Sciences,38,Male,2,2,1,2,5745,4,2,4,Divorced,9,No,3,2,1,10,2,3,,,,,,,,
394,Yes,Laboratory Technician,Research & Development,16,Master's,Medical,26,Male,3,2,0,2,2373,1,1,2,Divorced,2,Yes,3,4,1,5,2,3,,,,,,,,
395,No,Research Scientist,Research & Development,8,Some university,Life Sciences,28,Female,5,3,0,2,3310,4,1,4,Single,1,No,4,4,0,5,3,3,1,,,,,,,
396,No,Research Director,Research & Development,10,Master's,Life Sciences,49,Female,3,2,1,2,18665,3,5,1,Single,9,Yes,3,4,0,22,4,3,,,,,,,,
397,No,Research Scientist,Research & Development,3,Bachelor's,Technical Degree,36,Male,8,0,7,7,4485,3,2,2,Single,4,No,3,4,0,10,2,3,,,,,,,,
399,No,Sales Representative,Sales,5,Bachelor's,Marketing,31,Female,2,2,2,2,2789,4,1,2,Divorced,1,No,3,3,1,2,5,2,,,,,,,,
401,Yes,Sales Executive,Sales,4,Master's,Marketing,26,Male,8,7,7,4,5828,4,2,4,Single,1,Yes,3,2,0,8,0,3,,,,,,,,
403,No,Research Scientist,Research & Development,9,Bachelor's,Medical,37,Male,4,2,1,2,2326,2,1,4,Married,1,Yes,3,3,3,4,3,2,,,,,,,,
404,No,Sales Executive,Sales,26,Bachelor's,Marketing,42,Female,20,4,4,8,13525,3,4,2,Married,5,No,3,4,1,23,2,4,,,,,,,,
405,Yes,Laboratory Technician,Research & Development,3,Bachelor's,Life Sciences,18,Male,0,0,0,0,1420,3,1,3,Single,1,No,3,3,0,0,2,3,,,,,,,,
406,No,Sales Executive,Sales,16,Bachelor's,Marketing,35,Male,11,9,6,9,8020,3,3,2,Married,0,No,3,3,2,12,3,2,,,,,,,,
407,No,Laboratory Technician,Research & Development,18,Master's,Life Sciences,36,Male,1,0,0,0,3688,3,1,4,Married,4,No,3,4,2,4,2,3,,,,,,,,
408,No,Manufacturing Director,Research & Development,2,Bachelor's,Medical,51,Male,4,1,1,2,5482,4,2,2,Divorced,5,No,3,4,1,13,3,3,,,,,,,,
410,No,Manager,Sales,2,Master's,Life Sciences,41,Male,22,10,0,4,16015,4,4,2,Single,1,No,3,2,0,22,2,3,,,,,,,,
411,No,Sales Representative,Sales,10,Bachelor's,Medical,18,Female,0,0,0,0,1200,4,1,3,Single,1,No,3,1,0,0,2,3,,,,,,,,
412,No,Healthcare Representative,Research & Development,16,Some university,Medical,28,Male,8,3,0,7,5661,2,2,1,Single,0,No,3,3,0,9,2,3,,,,,,,,
416,No,Sales Executive,Sales,7,Bachelor's,Technical Degree,31,Male,8,7,7,7,6929,2,2,4,Married,4,No,3,2,1,10,3,2,,,,,,,,
417,No,Healthcare Representative,Research & Development,1,Bachelor's,Medical,39,Male,18,10,3,7,9613,3,3,4,Divorced,0,No,3,1,3,19,5,2,,,,,,,,
419,No,Laboratory Technician,Research & Development,24,Master's,Life Sciences,36,Female,9,8,0,8,5674,2,2,2,Married,7,No,3,3,1,11,3,3,,,,,,,,
420,No,Sales Executive,Sales,7,Bachelor's,Life Sciences,32,Male,13,8,4,8,5484,4,2,3,Married,1,No,3,3,1,13,3,2,,,,,,,,
421,No,Research Director,Research & Development,25,Some university,Life Sciences,38,Female,10,8,0,1,12061,1,3,2,Married,3,No,3,3,1,19,2,3,,,,,,,,
422,No,Healthcare Representative,Research & Development,1,Master's,Life Sciences,58,Male,5,3,1,2,5660,4,2,3,Divorced,2,Yes,3,4,1,12,2,3,,,,,,,,
423,No,Research Scientist,Research & Development,5,Master's,Technical Degree,31,Male,5,2,0,3,4821,3,1,4,Married,0,Yes,3,3,1,6,4,3,,,,,,,,
424,No,Human Resources,Human Resources,2,Bachelor's,Human Resources,31,Male,2,2,1,0,6410,1,2,1,Married,3,No,3,4,0,9,1,3,,,,,,,,
425,No,Laboratory Technician,Research & Development,7,Bachelor's,Life Sciences,45,Male,24,9,9,11,5210,1,3,1,Divorced,1,No,3,1,1,24,2,3,,,,,,,,
426,No,Research Scientist,Research & Development,2,Master's,Life Sciences,31,Male,2,2,2,2,2695,3,1,4,Divorced,0,Yes,3,2,1,3,2,1,,,,,,,,
428,No,Manager,Research & Development,5,Master's,Life Sciences,33,Female,10,6,8,8,11878,4,3,2,Married,6,No,3,2,2,12,2,3,,,,,,,,
429,No,Manager,Research & Development,10,High school or below,Medical,39,Male,21,9,11,10,17068,3,4,1,Married,1,Yes,3,4,0,21,3,3,,,,,,,,
430,No,Laboratory Technician,Research & Development,10,Master's,Life Sciences,43,Female,8,7,1,7,2455,3,1,4,Single,0,No,3,1,0,9,5,3,,,,,,,,
431,No,Healthcare Representative,Research & Development,1,Some university,Technical Degree,49,Female,7,1,0,7,13964,3,4,3,Single,7,Yes,3,4,0,25,2,3,,,,,,,,
433,Yes,Research Scientist,Research & Development,8,Master's,Medical,52,Male,8,2,7,7,4941,3,2,2,Married,2,No,3,1,0,11,3,2,,,,,,,,
434,No,Research Scientist,Research & Development,5,Bachelor's,Life Sciences,27,Female,4,3,1,2,2478,3,1,2,Single,1,Yes,3,2,0,4,2,2,,,,,,,,
436,No,Sales Executive,Sales,8,Some university,Technical Degree,32,Female,13,12,11,9,5228,3,2,2,Married,1,Yes,3,4,0,13,2,3,,,,,,,,
437,No,Sales Executive,Sales,2,Bachelor's,Life Sciences,27,Male,5,4,0,4,4478,4,2,3,Single,1,Yes,3,1,0,5,3,3,,,,,,,,
438,No,Sales Executive,Sales,7,Bachelor's,Marketing,31,Male,7,7,1,7,7547,4,2,4,Divorced,4,No,3,4,3,13,3,3,,,,,,,,
439,No,Research Scientist,Research & Development,2,Master's,Medical,32,Female,7,7,0,7,5055,1,2,4,Single,7,No,3,3,0,10,0,2,,,,,,,,
440,Yes,Research Scientist,Research & Development,2,Master's,Medical,28,Male,3,2,2,2,3464,1,1,4,Married,5,Yes,3,4,0,5,4,2,,,,,,,,
441,No,Research Scientist,Research & Development,28,Some university,Medical,30,Female,10,8,1,9,5775,4,2,4,Married,1,No,3,4,2,11,2,3,,,,,,,,
442,No,Manufacturing Director,Research & Development,7,Some university,Life Sciences,31,Female,10,9,8,9,8943,3,3,3,Married,1,No,4,1,1,10,2,3,1,,,,,,,
444,No,Manager,Research & Development,7,Some university,Medical,39,Male,21,9,13,3,19272,3,5,4,Married,1,No,3,1,1,21,2,3,,,,,,,,
445,Yes,Sales Executive,Sales,3,Some university,Medical,39,Female,1,0,0,0,5238,4,2,3,Married,4,Yes,3,1,0,12,3,2,,,,,,,,
446,No,Sales Executive,Sales,10,Bachelor's,Marketing,33,Male,7,7,0,1,4682,2,2,4,Single,3,No,3,3,0,9,6,2,,,,,,,,
447,No,Research Director,Research & Development,5,Doctorate,Life Sciences,47,Male,3,2,1,1,18300,4,5,3,Married,4,No,3,2,1,21,2,3,,,,,,,,
448,No,Laboratory Technician,Research & Development,10,Master's,Life Sciences,43,Female,9,7,0,0,5257,3,2,3,Divorced,1,No,3,2,1,9,3,4,,,,,,,,
449,No,Sales Executive,Sales,1,High school or below,Marketing,27,Male,5,4,1,4,6349,3,2,2,Married,0,Yes,3,4,1,6,0,3,,,,,,,,
450,No,Research Scientist,Research & Development,20,Master's,Life Sciences,54,Female,4,3,0,3,4869,4,2,3,Single,3,No,3,4,0,20,4,2,,,,,,,,
